method,seed,train_size,r,K,h,time,rmseC,rmseC_alg,f1_1,f1_2,f1_3,macro_f1,weighted_f1,f1_1_dip,f1_2_dip,f1_3_dip,macro_f1_dip,weighted_f1_dip,rmse1,rmse5,rmse10,rmse12,rmse15,mae1,mae5,mae10,mae12,mae15,mape1,mape5,mape10,mape12,mape15,x_forecast,c_predicted
UDE-NN,44769,300,1,10,1,200.857,0.16212,1.17783,0.96359,0.6281,0.7193,0.77033,0.83908,0.97241,0.78351,0.90226,0.88606,0.91554,0.12924,0.17513,0.18677,0.26405,0.27486,0.12924,0.1568,0.13384,0.17967,0.20606,21.38167,64.92131,40.56167,41.08978,54.08713,"[0.4752, 0.44631, 0.43732, 0.43219, 0.42797, 0.42405, 0.42029, 0.41666, 0.41314, 0.40973, 0.40642, 0.40321, 0.40009, 0.39706, 0.39411, 0.39125, 0.38846, 0.38574, 0.3831, 0.38052]","[0.091, -0.02892, -0.00441, 0.04644, 0.13386, 0.12329, 0.07989, 0.06056, 0.09804, 0.08312, 0.05354, 0.03241, 0.10203, 0.1532, 0.0707, 0.02607, -7.0e-5, 0.13159, 0.17987, 0.1913, 0.22582, 0.28773, 0.29523, 0.401, 0.4085, 0.26327, 0.30377, 0.32545, 0.44135, 0.44476, 0.42196, 0.44015, 0.31015, 0.347, 0.38512, 0.34568, 0.31716, 0.28049, 0.1641, 0.16666, 0.21912, 0.42501, 0.35839, 0.324, 0.387, 0.45348, 0.48829, 0.55775, 0.53653, 0.51508, 0.53764, 0.53935, 0.55196, 0.60011, 0.52238, 0.51809, 0.45387, 0.55692, 0.76853, 0.59774, 0.51504, 0.4311, 0.45865, 0.64874, 0.68302, 0.76075, 0.78297, 0.93703, 0.89331, 0.91748, 0.83257, 0.78808, 0.82158, 0.74042, 0.62962, 0.70281, 0.67575, 0.72285, 0.78185, 0.8244, 0.96539, 1.06231, 1.05716, 0.90084, 0.91315, 0.82959, 0.92572, 0.87982, 0.82745, 0.79231, 0.75594, 0.72285, 0.75662, 0.84881, 1.0313, 1.06162, 1.05435, 1.00254, 0.96193, 0.88843, 0.7881, 0.90131, 0.85254, 0.71399, 0.73669, 0.7757, 0.93808, 1.06192, 1.098, 1.1877, 1.17189, 1.10127, 1.00905, 0.99192, 1.02285, 1.09889, 1.12151, 1.11795, 1.09705, 1.14141, 1.07709, 0.98381, 1.0617, 1.03665, 1.0788, 1.12195, 1.09692, 1.05586, 1.14449, 1.31238, 1.27686, 1.30881, 1.24112, 1.11718, 1.22995, 1.21124, 1.34766, 1.42752, 1.3113, 1.27543, 1.32124, 1.39194, 1.4824, 1.35501, 1.35967, 1.48141, 1.54871, 1.42235, 1.46836, 1.54607, 1.59443, 1.59737, 1.60887, 1.51278, 1.58149, 1.6843, 1.63712, 1.67977, 1.59639, 1.55691, 1.69957, 1.71785, 1.61327, 1.48653, 1.57833, 1.63509, 1.83369, 1.79001, 1.81075, 1.78939, 1.78314, 1.79081, 1.74153, 1.61697, 1.58865, 1.7161, 1.76538, 1.80941, 1.79039, 1.77544, 1.75858, 1.64844, 1.67962, 1.60647, 1.63145, 1.62957, 1.75976, 1.80357, 1.71905, 1.77477, 1.82251, 1.98687, 2.0453, 2.11608, 2.07757, 1.95753, 1.98509, 2.0073, 1.94017, 1.97508, 2.06635, 2.1736, 2.23926, 2.18925, 2.09936, 2.05559, 2.05044, 1.97249, 2.06188, 2.09198, 2.11047, 2.19898, 2.2656, 2.26118, 2.19546, 2.10858, 2.07929, 2.16227, 2.19344, 2.24536, 2.2253, 2.30999, 2.37942, 2.42985, 2.48781, 2.53141, 2.58523, 2.67327, 2.71062, 2.74749, 2.78358, 2.83378, 2.86559, 2.92352, 2.91817, 2.91467, 2.89801, 2.87351, 2.85843, 2.84048, 2.82541, 2.81251, 2.81152, 2.78915, 2.77492, 2.76879, 2.75558, 2.73867, 2.7281, 2.73408, 2.73903, 2.72955, 2.7182, 2.72067, 2.72012, 2.72762, 2.71895, 2.71449, 2.69556, 2.67871, 2.67491, 2.68916, 2.68658, 2.6833, 2.67815, 2.67291, 2.66847, 2.66362, 2.65993, 2.65538, 2.65122, 2.64703, 2.64497, 2.65715, 2.65057, 2.64363, 2.63662, 2.62997, 2.62993, 2.64221, 2.66189, 2.68751, 2.72889, 2.75849, 2.7831, 2.80674, 2.82035, 2.83749, 2.84511, 2.85625, 2.88636, 2.90414, 2.9297, 2.92639, 2.92242, 2.9178, 2.91335, 2.90985, 2.90637, 2.91551]"
GP,44769,300,1,10,1,1225.043,0.75411,1.17783,0.84615,0.83688,0,0.56101,0.72764,0.79883,0.92308,0,0.57397,0.64125,0.61589,4.87956,7.85656,8.16979,8.51484,0.61589,3.97206,6.97577,7.40964,7.88149,101.89426,1702.81228,1964.0497,1860.64438,2222.72753,"[1.22033, 2.15009, 3.7053, 6.03245, 8.64768, 10.28465, 10.58597, 10.54389, 10.49929, 10.45582, 10.41338, 10.37195, 10.33148, 10.29194, 10.25332, 10.21557, 10.17867, 10.1426, 10.10732, 10.07281]","[0.09435, 0.1048, 0.11471, 0.12448, 0.13382, 0.14356, 0.15291, 0.16231, 0.17008, 0.17929, 0.18703, 0.19523, 0.20348, 0.21242, 0.22234, 0.2322, 0.24131, 0.24997, 0.25813, 0.26515, 0.27351, 0.28094, 0.2887, 0.29711, 0.30573, 0.3138, 0.3215, 0.33063, 0.33858, 0.34718, 0.35433, 0.36071, 0.36694, 0.37274, 0.38102, 0.3896, 0.39789, 0.40475, 0.41079, 0.41752, 0.42268, 0.42891, 0.43606, 0.44233, 0.4499, 0.45763, 0.46467, 0.47126, 0.47645, 0.48099, 0.48562, 0.48958, 0.49321, 0.496, 0.49656, 0.49658, 0.49603, 0.49687, 0.50093, 0.50822, 0.51721, 0.52704, 0.53715, 0.547, 0.55776, 0.5686, 0.57982, 0.59019, 0.5999, 0.61017, 0.62044, 0.62989, 0.63976, 0.64936, 0.65855, 0.66708, 0.67707, 0.68778, 0.69902, 0.71056, 0.72152, 0.73269, 0.74371, 0.75451, 0.76364, 0.77333, 0.78409, 0.79409, 0.80494, 0.81672, 0.82834, 0.84003, 0.85119, 0.86175, 0.87228, 0.88218, 0.89154, 0.90205, 0.91216, 0.92231, 0.93268, 0.94276, 0.95322, 0.96289, 0.97265, 0.98321, 0.99348, 1.00351, 1.01366, 1.02373, 1.0353, 1.04712, 1.05894, 1.07073, 1.08255, 1.09411, 1.10593, 1.1176, 1.12941, 1.14111, 1.15145, 1.16178, 1.17244, 1.18396, 1.19566, 1.20655, 1.21732, 1.22704, 1.23729, 1.24756, 1.25804, 1.26822, 1.27907, 1.29038, 1.30114, 1.312, 1.32315, 1.33455, 1.34567, 1.35673, 1.36836, 1.38015, 1.39196, 1.40374, 1.41539, 1.4272, 1.43891, 1.44966, 1.45993, 1.4702, 1.48073, 1.49101, 1.50237, 1.51417, 1.52599, 1.53774, 1.54945, 1.56118, 1.57294, 1.58455, 1.59636, 1.60815, 1.61997, 1.63169, 1.64351, 1.65518, 1.66697, 1.67876, 1.69058, 1.70223, 1.71406, 1.72583, 1.73749, 1.7493, 1.76101, 1.77278, 1.78457, 1.79637, 1.80789, 1.81953, 1.83077, 1.84217, 1.85342, 1.86498, 1.87596, 1.8876, 1.89914, 1.91088, 1.92153, 1.9325, 1.94403, 1.95558, 1.96707, 1.97842, 1.98975, 2.0011, 2.01268, 2.02423, 2.03451, 2.04477, 2.05501, 2.06555, 2.07615, 2.08572, 2.09619, 2.10743, 2.11807, 2.12539, 2.13125, 2.13819, 2.14466, 2.15207, 2.1586, 2.16358, 2.16671, 2.16749, 2.1653, 2.15946, 2.15163, 2.14152, 2.12921, 2.11518, 2.09919, 2.08095, 2.0613, 2.04138, 2.02085, 2.00089, 1.98119, 1.96016, 1.9393, 1.9187, 1.89864, 1.87816, 1.85854, 1.83775, 1.81718, 1.79639, 1.77545, 1.75535, 1.73511, 1.7149, 1.6947, 1.67455, 1.65376, 1.63354, 1.61343, 1.59297, 1.57234, 1.55203, 1.53193, 1.51138, 1.49044, 1.46961, 1.44969, 1.42916, 1.40871, 1.38757, 1.36677, 1.34559, 1.32486, 1.3048, 1.28448, 1.26324, 1.24179, 1.22007, 1.19839, 1.17709, 1.15583, 1.13471, 1.11343, 1.09213, 1.07085, 1.04999, 1.02957, 1.00807, 0.98631, 0.9646, 0.94329, 0.92308, 0.90264, 0.88209, 0.86144, 0.84098, 0.81991, 0.79863, 0.7774, 0.75598, 0.73499, 0.71373, 0.69304, 0.67243, 0.65124, 0.63034, 0.60882, 0.58716, 0.56538, 0.54372, 0.52248, 0.50183]"
ARIMA,44769,300,1,10,1,19.119,,,,,,,,,,,,,0.01786,0.30369,0.26618,0.27843,0.28368,0.01786,0.24675,0.23355,0.24054,0.23906,2.95488,112.9882,81.20358,72.5783,87.38827,"[0.6223, 0.6271, 0.6266, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665, 0.62665]",
RandomWalk,44769,300,1,10,1,1.152,,,,,,,,,,,,,0.06382,0.33852,0.29732,0.29973,0.30396,0.06382,0.28915,0.26724,0.26861,0.25874,10.55892,127.27324,91.9793,81.88404,96.33762,"[0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826, 0.66826]",
LSTM,44769,300,1,10,1,445.029,,,,,,,,,,,,,0.3355,0.20678,0.22765,0.30819,0.31665,0.3355,0.17936,0.1707,0.22304,0.24539,55.5064,50.9364,38.4601,41.1084,51.51115,"[0.26894, 0.29362, 0.2852, 0.31859, 0.33535, 0.35024, 0.34515, 0.33026, 0.321, 0.31534, 0.32874, 0.3291, 0.32886, 0.32627, 0.32414, 0.32309, 0.32352, 0.32435, 0.32467, 0.32434]",
Alg_c,44769,300,1,10,1,0,1.17783,1.17783,0.89021,0.53782,0.5,0.64267,0.76307,0.87413,0.57426,0.69565,0.71468,0.78097,,,,,,,,,,,,,,,,,"[0.35449, 0.0, 0.0, 0.0, 0.33191, 0.18075, 0.04672, 0.0, 0.20111, 0.10435, 0.04914, 0.0, 0.15009, 0.42451, 0.0, 0.0, 0.0, 0.30063, 0.23507, 0.14655, 0.16017, 0.42454, 0.06987, 0.58606, 0.76233, 0.0, 0.36508, 0.11439, 0.67346, 0.48686, 0.28369, 0.84597, 0.0, 0.36203, 0.54678, 0.31449, 0.30972, 0.46684, 0.0, 0.14279, 0.0, 1.03455, 0.20075, 0.12675, 0.38702, 0.52777, 0.37907, 0.76656, 0.5153, 0.40998, 0.60583, 0.51916, 0.40701, 0.96341, 0.23049, 0.84656, 0.03469, 0.22775, 1.68399, 0.30728, 0.52891, 0.22563, 0.1368, 0.96633, 0.59242, 0.86833, 0.47407, 1.37875, 0.7275, 1.15021, 0.73288, 0.61819, 1.06216, 0.83999, 0.21142, 0.94003, 0.51581, 0.6999, 0.81461, 0.62558, 1.05068, 1.2795, 1.40793, 0.48631, 1.14379, 0.43914, 1.2513, 0.86014, 0.79328, 0.7921, 0.74169, 0.5867, 0.63592, 0.64919, 1.33952, 1.09441, 1.14465, 0.97004, 1.02954, 0.96274, 0.34797, 1.21302, 1.03892, 0.36414, 0.7011, 0.5206, 1.01933, 1.25405, 0.95544, 1.40929, 1.3027, 1.15289, 0.84946, 0.85728, 0.91622, 1.19931, 1.18131, 1.14065, 0.95339, 1.36619, 1.14662, 0.6319, 1.24256, 0.92211, 1.07953, 1.25781, 1.12703, 0.79698, 0.97842, 1.74533, 1.08222, 1.52416, 1.37053, 0.62292, 1.5121, 0.89595, 1.4423, 1.83363, 1.1161, 1.10149, 1.25313, 1.38241, 1.92897, 1.05295, 1.0963, 1.65559, 1.89709, 1.10981, 1.30262, 1.62536, 1.71901, 1.62347, 1.79889, 1.18411, 1.50537, 1.96397, 1.53575, 1.91858, 1.47274, 1.18417, 1.94972, 1.98786, 1.63262, 1.03314, 1.62449, 1.40498, 2.29502, 1.69835, 1.87606, 1.76001, 1.76992, 1.91996, 1.87595, 1.39401, 1.25395, 1.83875, 1.80846, 1.94389, 1.81233, 1.78041, 1.95722, 1.36688, 1.88868, 1.39022, 1.67462, 1.38411, 1.88415, 2.07278, 1.41165, 1.77747, 1.58853, 2.19882, 2.00874, 2.33099, 2.22787, 1.66071, 1.95431, 2.20848, 1.72343, 1.88019, 2.0387, 2.21759, 2.46448, 2.23983, 2.00227, 1.94817, 2.31472, 1.50662, 2.25511, 2.11207, 1.94381, 2.2395, 2.38323, 2.35436, 2.25122, 2.05074, 1.71297, 2.50348, 1.92459, 2.78314, 1.52903, 2.5456, 2.60497, 1.85246, 3.50069, 0.0, 0.72123, 3.80399, NaN, 3.80398, 0.0, 3.90329, 0.0, 4.01832, 0.0, 3.99499, 7.47071, 0.0, 2.99593, 2.45888, 2.75402, 1.48627, 4.26176, 0.0, 2.40798, 3.14322, 3.9157, 0.0, 1.15816, 2.63874, 4.51018, 7.33042, 0.0, 2.84106, 0.0, 4.22877, NaN, 4.4022, NaN, 0.0, 1.89199, 3.72688, 0.0, 8.75318, NaN, NaN, 3.52088, 0.0, 3.35051, 1.29182, 4.43971, 0.0, 0.0, 3.05221, NaN, NaN, NaN, NaN, 2.09378, 1.47914, 2.22463, 0.07062, 2.96366, 5.00798, 0.57738, 6.1323, NaN, 4.29597, NaN, 0.94355, 3.7902, NaN, 3.82739, NaN, 12.89138, NaN, 0.0, 4.68593, 0.0]"
UDE-NN,69686,300,1,10,1,202.652,0.21375,3.42603,0.98171,0.84656,0.61017,0.81281,0.89127,0.67451,0.5283,0.67925,0.62735,0.61723,0,0.19328,0.24704,0.22551,0.20452,0,0.08644,0.167,0.13917,0.12006,9999.99994,32995.26181,56983.32632,541494.2203,2.64E+06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0e-5, 1.0e-5, 2.0e-5, 4.0e-5, 7.0e-5, 0.00012, 0.00022, 0.00041]","[-0.03551, 0.00374, -0.04539, -0.08142, -0.08254, -0.12228, -0.14679, -0.09954, 0.0208, -0.05506, -0.06929, -0.16413, -0.21464, -0.08831, 0.05296, 0.17793, 0.34406, 0.2988, 0.24355, 0.24418, 0.22836, 0.27593, 0.46195, 0.47348, 0.56519, 0.34198, 0.25138, 0.20912, 0.20433, 0.12226, 0.0851, 0.08387, 0.17559, 0.17481, 0.20744, 0.32466, 0.30701, 0.28841, 0.31947, 0.32572, 0.33095, 0.34498, 0.42532, 0.5039, 0.43774, 0.39082, 0.37322, 0.49681, 0.49841, 0.43533, 0.46478, 0.64833, 0.58024, 0.46323, 0.43789, 0.49253, 0.65208, 0.61783, 0.71591, 0.67488, 0.69028, 0.71804, 0.64437, 0.68676, 0.64756, 0.66612, 0.74284, 0.87819, 0.8648, 0.81915, 0.84878, 0.796, 0.82926, 0.88525, 0.85444, 0.69129, 0.83456, 0.98933, 0.90582, 0.93088, 0.97259, 0.92972, 0.92053, 0.88481, 0.70344, 0.78837, 0.91112, 0.92654, 0.93579, 0.91354, 0.87903, 0.81303, 0.99176, 1.00417, 0.84739, 0.90542, 0.8708, 0.90543, 0.92581, 1.0587, 1.0122, 1.02754, 1.07035, 1.13007, 1.14804, 0.96055, 0.98063, 1.05284, 1.08338, 1.05679, 1.08759, 0.98643, 0.99225, 1.03814, 1.02851, 1.02494, 1.23172, 1.45066, 1.30562, 1.22625, 1.23785, 1.28503, 1.25812, 1.26131, 1.16387, 1.10394, 1.10518, 1.21781, 1.21649, 1.27717, 1.35661, 1.33386, 1.29612, 1.33138, 1.36624, 1.28203, 1.25858, 1.29104, 1.3379, 1.40742, 1.39892, 1.4171, 1.43281, 1.37223, 1.37757, 1.44108, 1.45983, 1.51255, 1.52721, 1.53982, 1.53124, 1.54301, 1.55653, 1.5546, 1.56613, 1.45176, 1.50861, 1.6078, 1.65989, 1.64767, 1.61553, 1.57577, 1.71936, 1.69341, 1.6898, 1.55884, 1.59359, 1.60231, 1.71365, 1.64671, 1.68662, 1.83895, 1.85822, 1.90657, 1.89037, 1.75004, 1.65901, 1.80061, 1.90402, 1.93633, 1.96962, 1.90362, 1.84955, 1.8563, 1.81911, 1.84778, 1.87646, 1.85458, 1.89083, 1.94008, 2.01152, 2.09336, 2.06646, 2.09975, 2.12226, 2.18198, 2.12951, 2.13279, 2.12596, 2.14066, 2.15421, 2.08283, 2.05423, 1.90461, 1.92227, 1.91322, 1.92918, 1.94058, 2.0478, 2.14768, 2.08705, 2.12931, 2.12481, 2.19996, 2.19429, 2.13474, 2.136, 2.27164, 2.28699, 2.17421, 2.17596, 2.26468, 2.34039, 2.39192, 2.41612, 2.35622, 2.33397, 2.33036, 2.39187, 2.35437, 2.33672, 2.29284, 2.40002, 2.3556, 2.37063, 2.38842, 2.327, 2.40508, 2.42643, 2.39551, 2.40579, 2.39238, 2.40091, 2.48024, 2.51763, 2.51932, 2.47466, 2.42776, 2.36742, 2.31099, 2.26051, 2.23954, 2.24575, 2.21157, 2.17084, 2.13841, 2.08488, 2.03887, 2.01175, 1.98886, 1.94842, 1.92142, 1.91913, 1.9175, 1.88526, 1.85241, 1.82019, 1.80789, 1.85131, 1.94784, 1.99178, 2.0349, 2.07819, 2.12947, 2.18085, 2.26385, 2.32252, 2.38509, 2.42938, 2.47239, 2.51541, 2.55834, 2.6053, 2.64719, 2.68052, 2.71113, 2.73173, 2.75499, 2.76745, 2.77987, 2.78849, 2.80185, 2.8207, 2.84905, 2.8719, 2.89704, 2.91271, 2.92833, 2.94602, 2.95545]"
GP,69686,300,1,10,1,1259.469,0.65961,3.42603,0.88421,0.94268,0,0.60896,0.77495,0.57705,0.47778,0,0.35161,0.46004,0,0.19328,0.24704,0.22551,0.20452,0,0.08644,0.167,0.13917,0.12006,10000,32995.26358,56983.36072,541497.8914,2.64E+06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0e-5, 1.0e-5, 2.0e-5, 4.0e-5, 7.0e-5, 0.00012, 0.00022, 0.00041]","[-0.13664, -0.12396, -0.11135, -0.09914, -0.08626, -0.0738, -0.06207, -0.04875, -0.03506, -0.02111, -0.00725, 0.00662, 0.02068, 0.03476, 0.04875, 0.06283, 0.07678, 0.09081, 0.10446, 0.11598, 0.12772, 0.13958, 0.15045, 0.16181, 0.17545, 0.18937, 0.20307, 0.21634, 0.22937, 0.24272, 0.25657, 0.27005, 0.28336, 0.29695, 0.31056, 0.32389, 0.33562, 0.34788, 0.35844, 0.37017, 0.38272, 0.39395, 0.40712, 0.42016, 0.43421, 0.44825, 0.4623, 0.47637, 0.49013, 0.50421, 0.51822, 0.53227, 0.54626, 0.56032, 0.57432, 0.58837, 0.60178, 0.6145, 0.62855, 0.64244, 0.65628, 0.66983, 0.68213, 0.69313, 0.7018, 0.71265, 0.72189, 0.72995, 0.73821, 0.74675, 0.7576, 0.76895, 0.78128, 0.79508, 0.80909, 0.82231, 0.83459, 0.84804, 0.86153, 0.87526, 0.88868, 0.90016, 0.90895, 0.91811, 0.93049, 0.94346, 0.95754, 0.97134, 0.98527, 0.99923, 1.01331, 1.02696, 1.04037, 1.05382, 1.06617, 1.07783, 1.08708, 1.09674, 1.1056, 1.11235, 1.11982, 1.12463, 1.13089, 1.13416, 1.1403, 1.14311, 1.14644, 1.15046, 1.1568, 1.16162, 1.16996, 1.17891, 1.18927, 1.19939, 1.20966, 1.21479, 1.22303, 1.22803, 1.23557, 1.24321, 1.25025, 1.25548, 1.26186, 1.2719, 1.28352, 1.29531, 1.30691, 1.31982, 1.3339, 1.34677, 1.3601, 1.37324, 1.3851, 1.39546, 1.40603, 1.41746, 1.42904, 1.44005, 1.45232, 1.46317, 1.47399, 1.48337, 1.49181, 1.49904, 1.50586, 1.5125, 1.51957, 1.52427, 1.52639, 1.5262, 1.52515, 1.52028, 1.51434, 1.50533, 1.49606, 1.48802, 1.48342, 1.48658, 1.49387, 1.50401, 1.51302, 1.52205, 1.53049, 1.54003, 1.54861, 1.55568, 1.56536, 1.57746, 1.59026, 1.60238, 1.61449, 1.62779, 1.64185, 1.65563, 1.66954, 1.68316, 1.69513, 1.70634, 1.71954, 1.73223, 1.74333, 1.75271, 1.76239, 1.77119, 1.78214, 1.79481, 1.80879, 1.82288, 1.83692, 1.85072, 1.86459, 1.87774, 1.89018, 1.90293, 1.91539, 1.92834, 1.94101, 1.95439, 1.96754, 1.98149, 1.99484, 2.00739, 2.02053, 2.03294, 2.0446, 2.05592, 2.06767, 2.07903, 2.09012, 2.10005, 2.10805, 2.11961, 2.13069, 2.14242, 2.15568, 2.16945, 2.18308, 2.19588, 2.20756, 2.22051, 2.23225, 2.24244, 2.25199, 2.2605, 2.26997, 2.27974, 2.2898, 2.29936, 2.31014, 2.31836, 2.3256, 2.33384, 2.34528, 2.35447, 2.36733, 2.38093, 2.39498, 2.40825, 2.41928, 2.42793, 2.42867, 2.42594, 2.41803, 2.40758, 2.39479, 2.37814, 2.35608, 2.32688, 2.29223, 2.25502, 2.21779, 2.18074, 2.1457, 2.11058, 2.07245, 2.03349, 1.99653, 1.95769, 1.92099, 1.88539, 1.84931, 1.81172, 1.77585, 1.74023, 1.70348, 1.66389, 1.62468, 1.58628, 1.55156, 1.51713, 1.48231, 1.44341, 1.40465, 1.36608, 1.32929, 1.29236, 1.25691, 1.21863, 1.1802, 1.14019, 1.09977, 1.0596, 1.01963, 0.98098, 0.94235, 0.90303, 0.86362, 0.82378, 0.78488, 0.74564, 0.70683, 0.6684, 0.63086, 0.59322, 0.5555, 0.5162, 0.4774, 0.43753, 0.39781, 0.35879]"
ARIMA,69686,300,1,10,1,20.713,,,,,,,,,,,,,0.05164,0.19781,0.26171,0.23929,0.21864,0.05164,0.10537,0.18941,0.16334,0.14649,5.16E+10,1.76E+10,1.16E+10,1.51E+10,1.69E+10,"[0.05164, -0.00659, 0.01328, -0.01502, -0.00814, -0.02225, -0.02042, -0.02766, -0.02762, -0.03146, -0.03193, -0.03403, -0.03455, -0.03572, -0.03615, -0.03683, -0.03714, -0.03754, -0.03776, -0.038]",
RandomWalk,69686,300,1,10,1,1.165,,,,,,,,,,,,,0,0.19328,0.24704,0.22551,0.20452,0,0.08644,0.167,0.13917,0.12006,0,20,50,41.66667,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
LSTM,69686,300,1,10,1,357.067,,,,,,,,,,,,,0.57656,1.66296,2.67979,3.1197,3.67026,0.57656,1.49463,2.42678,2.81234,3.31505,5.77E+11,1.34E+12,1.03E+12,1.65E+12,2.05E+12,"[0.57656, 1.19315, 1.61453, 2.04965, 2.47143, 2.87433, 3.26028, 3.62749, 3.97209, 4.29824, 4.6008, 4.87957, 5.13761, 5.37568, 5.59531, 5.79846, 5.98723, 6.16382, 6.3305, 6.48942]",
Alg_c,69686,300,1,10,1,0,3.42603,3.42603,0.92771,0.7947,0.66667,0.79636,0.86491,0.67181,0.45349,0.6383,0.58787,0.57935,,,,,,,,,,,,,,,,,"[0.0, 0.18369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46363, 0.0, 0.12919, 0.0, 0.0, 0.0, 0.09528, 0.03497, 0.79994, 0.25105, 0.13088, 0.27603, 0.0821, 0.01459, 0.8038, 0.20897, 1.27391, 2.0e-5, 0.1635, 0.13192, 0.37007, 0.01822, 0.01491, 0.0, 0.37558, 0.10902, 0.04651, 0.59351, 0.28698, 0.18852, 0.36553, 0.32389, 0.31721, 0.20995, 0.40151, 0.8106, 0.35161, 0.36878, 0.07586, 0.7371, 0.63091, 0.26883, 0.11393, 1.19014, 0.66739, 0.26955, 0.30808, 0.31195, 1.08438, 0.2222, 1.04333, 0.52741, 0.66544, 0.93335, 0.42197, 0.82816, 0.5226, 0.52933, 0.63433, 1.18125, 0.95906, 0.67228, 1.00569, 0.62699, 0.76778, 1.02552, 1.27165, 0.0, 0.80762, 1.56853, 0.58926, 0.88878, 1.19166, 0.76891, 0.94054, 1.36276, 0.0, 0.78007, 1.13817, 0.91, 0.99595, 0.92292, 0.96725, 0.2663, 1.37237, 1.35235, 0.39906, 1.05508, 0.73782, 0.89774, 0.71166, 1.38934, 0.93689, 0.95315, 1.02498, 1.29552, 1.52276, 0.5678, 0.77921, 1.15224, 1.21556, 0.971, 1.34339, 0.77087, 0.89252, 1.15475, 1.02328, 0.59261, 1.16852, 2.18438, 1.19216, 1.01919, 1.15767, 1.42772, 1.20069, 1.46944, 1.07709, 0.96908, 0.8552, 1.5017, 1.01962, 1.22028, 1.58454, 1.36418, 1.10458, 1.30762, 1.69016, 1.10915, 1.16426, 1.29634, 1.24768, 1.62374, 1.28012, 1.38286, 1.68592, 1.18092, 1.23989, 1.62128, 1.30117, 1.64961, 1.47618, 1.62503, 1.43862, 1.53905, 1.63885, 1.2805, 2.38889, 0.55041, 1.51742, 1.7447, 1.77611, 1.64633, 1.76416, 0.94903, 2.2962, 1.38745, 2.23418, 0.96583, 1.81335, 1.24061, 2.28463, 1.31739, 1.42891, 2.18377, 1.69315, 2.01325, 2.17065, 1.73403, 1.05542, 1.96339, 2.051, 1.80952, 2.25066, 1.85279, 1.64872, 2.07437, 1.61366, 1.85834, 2.01339, 1.70963, 1.8888, 1.89885, 1.97677, 2.33359, 1.91212, 2.14106, 2.02209, 2.43732, 1.97326, 2.17279, 2.07268, 2.13565, 2.34286, 1.93609, 2.33694, 1.54376, 1.98681, 1.858, 1.95174, 1.74365, 2.10269, 2.49525, 1.84775, 2.23165, 1.94437, 2.36531, 2.30507, 2.01798, 1.86047, 2.48148, 2.54601, 1.91141, 2.00386, 2.29655, 2.39058, 2.4443, 2.58926, 2.27204, 2.30819, 2.19972, 2.58981, 2.33003, 2.42052, 1.99633, 2.69676, 2.2038, 2.34647, 2.62591, 1.93563, 2.60295, 2.56478, 2.18116, 2.56139, 2.37503, 2.06322, 2.7193, 2.54747, 2.70463, 2.4178, 2.82304, 1.67503, 2.17373, 0.0, 1.73494, 3.10262, 7.87076, 0.0, 3.6982, NaN, 1.12814, 1.9068, 3.14976, 0.0, 1.09384, 1.82363, 3.84794, NaN, 7.81947, 0.0, 1.04541, 0.89235, 3.00188, 0.0, 3.34939, 0.0, 2.56064, 0.0, 2.88511, 0.0, 4.28134, 58.47536, NaN, 13.58889, NaN, 3.0543, 3.83425, 1.16256, 6.70631, 0.0, 4.02559, 0.0, 4.06573, 0.0, 2.03353, 0.43273, 3.83733, NaN, 4.39793, NaN, 0.0, 4.84462]"
